Depth(ft),ROP(1 ft),weight on bit (k-lbs),Temp Out( degF),Temp In(degF),Pit Total (bbls),Pump Press (psi),Hookload (k-lbs),Surface Torque (KPa),Rotary Speed (rpm),Flow In (gal/min),Flow Out %,WH Pressure (psi)
1895.21,40.81,20.33,127.72,124,241.8,650.91,54.37,666.75,96.36,851.01,89.27,3.31
1896.23,27.82,20.41,127.8,124.12,241.79,655.11,54.29,732.46,82.32,858.99,87.82,3.31
1897.26,48.44,21.08,127.91,124.23,241.81,652.06,53.62,675.64,89.52,856.13,89.58,2.92
1898.28,34.86,20.58,127.95,124.38,241.8,651.29,54.12,668.06,95.14,852.65,89.1,3.31
1899.3,34.54,22.4,128.03,124.46,241.8,652.06,52.3,700.67,86.08,854.08,90.37,3.31
1900.32,38.96,20.54,128.1,124.5,241.91,643.29,54.16,681.16,88.67,845.08,90.5,3.31
1901.35,29.36,22.32,128.07,124.61,241.81,639.86,52.38,676.47,91.45,841.4,91.03,3.31
1902.37,29.76,19.75,127.95,124.61,242.36,632.23,54.95,722.46,79.79,840.99,90.55,3.31
1903.38,23.01,21.66,127.72,124.61,242.64,636.04,53.04,635.44,98.4,839.35,91.34,2.92
1904.4,16.79,15.55,127.61,124.46,242.96,636.43,59.15,730.11,71.22,839.15,89.32,3.31
1905.44,11.69,18.42,127.68,124.31,243.48,640.24,56.28,818.92,59.29,842.83,83.65,3.31
1906.47,18.74,19.54,127.65,124.31,243.79,639.86,55.16,807.34,80.71,842.02,84.44,3.69
1907.51,16.43,19.7,127.61,124.35,243.56,642.53,55,794.72,82.48,844.67,88.13,3.69
1908.53,17.77,17.46,127.57,124.35,243.5,632.23,57.24,816.85,75.86,837.72,87.3,4.07
1909.54,34.22,15.93,127.57,124.35,243.54,638.71,58.77,843.12,71.31,842.02,88.04,4.07
1909.54,34.22,15.93,127.57,124.35,243.54,638.71,58.77,843.12,71.31,842.02,88.04,4.07
1910.58,48.49,16.84,127.8,125.07,245.07,664.64,57.86,723.77,85.59,870.23,90.42,4.83
1911.6,29.77,17.92,127.68,124.99,244.86,648.24,56.78,779.76,74.21,854.69,88.61,4.45
1912.61,15.71,19.75,127.57,124.88,244.87,650.91,54.95,735.83,80.77,856.53,89.76,4.07
1913.63,12.84,14.97,127.46,124.73,244.48,651.29,59.73,587.32,96.82,855.1,80.49,4.45
1914.67,21.94,21.2,127.49,124.69,244.47,658.92,53.5,726.66,76.56,855.3,84.75,4.45
1915.7,24.2,21.37,127.68,124.73,244.85,655.49,53.33,761.62,82.6,856.32,87.21,4.83
1916.72,19.26,21.74,127.91,124.5,244.83,642.91,52.96,779.2,66.67,863.28,87.17,4.45
1917.74,12.28,10.94,128.03,124.8,246.19,665.02,63.76,581.8,106.76,833.61,83.92,4.45
1918.75,16.95,20.66,128.1,124.69,247.14,660.44,54.04,681.43,82.78,836.48,84.53,4.83
1919.77,21.14,19.83,128.26,124.61,247.52,666.16,54.87,699.29,88.76,837.7,87.08,4.83
1920.79,18.49,16.55,128.41,124.65,248.46,666.54,58.15,775.27,76.59,837.29,86.2,5.21
1921.8,22.3,20.74,128.49,124.73,249.56,664.64,53.96,721.7,92.57,837.09,90.15,5.21
1922.82,12.24,20.74,128.6,124.84,250.77,660.83,53.96,744.8,77.96,844.05,82.91,5.21
1923.83,23.75,20.08,128.64,124.88,251.39,655.49,54.62,697.77,83.48,846.3,86.95,5.21
1924.85,18.43,18.83,128.64,124.92,251.96,665.4,55.87,757.97,71,849.78,90.94,4.83
1925.87,31,5.88,128.49,124.12,253.91,681.03,68.82,502.99,75.4,854.49,91.21,5.59
1926.9,11.3,13.18,128.26,124.19,255.28,684.84,61.52,547.12,115.91,859.19,95.03,5.21
1927.92,19.17,17.92,127.91,124.08,256.18,685.61,56.78,680.4,81.44,866.96,93.49,5.21
1928.94,16.64,19.46,127.38,124.04,256.49,682.18,55.24,655.16,95.6,858.99,92.92,5.59
1929.95,20.81,24.27,127.27,124,257.33,676.08,50.43,749.76,69.81,861.24,92.52,5.59
1930.97,23.61,21.45,127.34,123.93,257.41,677.22,53.25,793.68,70.82,856.53,91.69,5.97
1931.99,0,13.02,127.61,124.04,259.34,682.56,61.68,627.03,84.79,856.74,92.57,5.21
1933,20.32,18.87,127.72,124.15,259.4,678.74,55.83,677.78,92.97,849.37,92.08,5.59
1934.02,22.87,21.49,127.76,124.31,259.39,681.41,53.21,750.59,80.68,849.37,91.25,5.59
1935.05,7.05,8.91,127.84,124.84,258.67,681.03,65.79,518.44,102.49,852.03,89.67,5.97
1936.07,17.19,18.87,127.88,124.99,258.54,679.51,55.83,676.47,88.46,851.21,92.83,5.97
1937.09,15.44,18.83,128.03,125.03,258.87,682.18,55.87,730.11,82.84,848.76,91.07,6.36
1938.15,19.91,20.95,128.07,125.03,258.94,682.56,53.75,734.8,83.51,848.35,90.81,6.36
1939.16,20.02,18.96,128.18,125.03,259.33,680.27,55.74,704.32,86.66,849.37,90.55,5.59
1940.18,18.74,16.76,128.29,124.99,259.35,684.46,57.94,685.64,92.18,849.78,90.33,6.36
1941.21,19,24.02,128.41,124.92,259.39,682.94,50.68,744.04,75.46,847.94,90.9,6.36
1942.23,14.3,18.92,128.6,124.88,260.24,680.65,55.78,734.04,85.62,847.53,90.9,6.36
1943.27,14.69,22.07,128.64,124.96,260.3,678.36,52.63,728.25,83.21,844.46,93.05,5.97
1944.3,20.72,23.57,128.71,124.92,259.22,685.23,51.13,794.51,79.79,859.39,92.3,5.97
1945.32,20.68,18.79,128.75,124.99,259.41,682.56,55.91,738.73,94.83,856.12,92.79,6.36
1946.34,22.33,21.95,128.71,125.11,259.08,690.18,52.75,751.35,96.27,860.01,94.19,5.97
1947.36,23.79,22.2,128.68,125.18,259.6,687.13,52.5,733.21,95.84,859.8,94.02,5.97
1948.37,14.95,22.53,128.75,125.26,259.6,689.04,52.17,658.33,116.56,859.6,95.07,6.36
1949.39,16.35,22.28,128.75,125.26,259.4,689.8,52.42,808.65,92.85,869.42,93.14,6.74
1950.43,14.98,22.24,128.83,125.3,259.27,690.94,52.46,714.05,109.11,866.35,93.62,6.74
1951.45,20.46,24.02,128.87,125.34,258.61,683.32,50.68,790.51,92.51,863.89,93.23,7.12
1952.46,24.56,23.15,128.9,125.37,259.26,691.71,51.55,733.21,106.3,861.65,93.14,6.74
1953.48,24.09,22.9,129.02,125.45,258.98,687.13,51.8,695.64,88.64,861.03,92.66,6.36
1954.5,20.12,23.65,129.06,125.41,258.97,690.18,51.05,765.07,86.38,860.62,92.96,6.74
1955.53,27.03,24.73,129.06,125.45,259.32,686.37,49.97,736.39,84.46,863.49,93.71,6.36
1956.55,27.77,24.73,129.1,125.49,259.01,687.13,49.97,775.83,88.94,861.03,93.23,6.74
1957.57,27.64,19.83,129.13,125.57,258.95,693.23,54.87,799.2,76.25,863.9,89.93,7.12
1958.6,47.84,20.7,129.21,125.6,258.97,693.23,54,782.38,83.76,861.65,91.91,6.74
1959.64,34.55,19.23,129.32,125.49,258.6,684.46,57.57,679.09,76.68,836.58,90.64,7.12
1960.66,27.73,23.3,129.32,125.64,258.67,696.28,53.5,720.6,84.58,844.58,89.76,7.12
1961.69,17.73,20.06,129.32,125.87,259.14,702.76,56.74,664.33,90.9,849.92,91.16,7.12
1962.71,16.64,22.3,129.29,126.02,259.9,701.24,54.5,695.08,87.45,852.58,91.47,7.12
1963.73,12.67,10.17,128.79,126.14,260.1,702.38,66.62,533.47,130.44,853.19,94.02,7.12
1964.78,24.83,24.42,128.79,126.14,260.19,706.58,52.38,687.78,90.41,857.49,91.91,7.5
1965.82,14.24,23.01,129.13,126.1,260.18,708.86,53.79,660.68,95.11,858.11,92.44,7.5
1966.84,21.65,21.59,129.29,126.14,260.08,709.24,55.2,722.18,89.52,856.47,92.13,7.12
1967.85,17.41,26.12,129.78,126.25,260.14,708.86,50.68,677.23,77.72,858.52,90.42,7.5
1968.87,18.68,23.67,129.82,126.33,260.32,712.68,53.13,718.8,78.94,861.18,92.66,7.5
1969.89,28.48,21.01,130.05,126.37,260.7,712.68,55.78,729.84,87.21,865.48,92.57,7.5
1970.9,35.19,22.59,129.97,126.37,260.5,711.53,54.21,697.5,99.71,863.23,93.49,7.12
1971.92,13.55,24.67,130.2,126.52,260.19,710.77,52.13,595.73,82.84,864.45,91.47,7.5
1972.93,8.51,22.8,131.84,126.71,260.19,711.53,54,560.29,86.17,864.45,88.61,7.12
1973.95,17.26,23.38,131.76,126.71,260.17,711.53,53.42,704.88,94.07,862.82,90.37,7.12
1974.97,20.69,22.59,131.61,126.82,260.15,708.86,54.21,651.51,98.16,863.23,91.6,7.12
1975.98,17.34,28.16,131.34,126.86,260.63,708.48,48.64,816.85,75.28,862.82,89.84,7.5
1977.02,19.54,25.42,131.23,126.86,261.41,706.58,51.38,773.48,93.09,870.19,88.79,7.5
1978.08,33.05,26.62,131.27,126.86,261.3,709.63,50.18,789.75,88.06,871.82,86.46,7.5
1979.1,22.35,23.67,131.31,126.86,260.85,712.29,53.13,867.32,97.09,865.07,90.85,7.88
1980.13,23.19,26.74,131.54,126.9,261.39,712.68,50.05,752.93,116.43,861.39,91.51,7.5
1981.17,0,26.25,132.26,126.94,261.45,711.53,50.55,825.75,105.14,860.16,91.51,7.5
1982.19,19.8,26.25,131.88,126.94,260.87,716.87,50.55,842.09,104.17,864.66,90.28,7.88
1983.21,30.11,30.11,132.11,126.98,260.85,717.63,46.69,816.3,109.75,866.09,89.71,7.88
1984.3,34.56,28.49,132.79,127.01,261.16,715.34,48.31,807.34,113.78,865.48,88.7,7.5
1985.32,29.07,29.94,132.56,127.09,261.15,713.06,46.86,824.44,113.41,866.71,89.23,7.88
1986.35,41.93,26,132.53,127.09,261.16,714.2,50.8,881.25,103.59,868.76,89.62,7.88
1987.41,41.77,31.15,132.6,127.13,261.18,710.01,45.65,853.39,106.33,872.85,90.5,7.88
1988.43,44.14,25.91,132.98,127.17,261.5,710.77,50.88,824.44,111.61,870.6,90.72,7.88
1989.46,49.13,28.78,133.02,127.2,261.51,708.48,48.02,847.88,109.72,871.42,91.07,7.88
1990.5,36.51,26.58,133.37,127.24,259.38,710.01,50.22,777.41,124.24,873.87,91.34,8.26
1991.56,30.41,30.77,133.67,127.24,258.63,713.06,46.02,770.59,129.98,872.24,91.16,8.26
1992.57,28.16,25.75,132.18,127.32,255.86,650.53,49.55,821.26,89.34,831.79,89.27,8.26
1993.59,32.96,27.87,132.11,127.4,255.79,656.25,47.44,813.13,90.1,836.91,90.15,8.26
1994.6,23.76,27.04,131.99,127.55,255.58,661.21,48.27,810.23,89.31,839.57,90.2,8.26
1995.62,23.14,25.71,131.84,127.66,255.31,652.44,49.6,757.14,91.14,832.82,89.54,7.88
1996.63,15.57,25.29,131.31,127.78,255.28,658.16,50.01,773.69,96.42,837.52,89.1,8.26
1997.65,20.66,26.74,131.34,127.7,254.44,655.11,48.56,791.82,94.47,832.61,88.57,8.26
1998.67,23.59,25.54,131.38,127.62,253.78,653.96,49.76,813.68,90.2,832.2,88.88,7.88
1998.67,23.59,25.54,131.38,127.62,253.78,653.96,49.76,813.68,90.2,832.2,88.88,7.88
1999.7,22.34,17.11,131.38,127.62,253.54,661.21,58.19,612.07,124.76,839.57,89.14,7.88
2000.72,23.32,20.35,131.42,127.66,253.45,646.72,54.95,708.81,108.17,838.96,85.76,7.88
2001.75,21.43,26.99,131.5,127.62,253.52,649.39,48.31,843.88,85.28,844.89,88.22,7.88
2002.77,14.81,24.5,131.5,127.55,253.62,649.77,50.8,653.85,111.92,840.8,91.51,7.5
2003.79,23.61,26.29,131.57,127.47,253.78,658.54,49.01,818.92,82.54,841,90.33,7.88
2004.8,18.2,18.31,131.57,127.47,254.23,645.19,56.99,860.98,83.33,833.02,89.41,7.88
2005.82,63.08,14.41,131.57,127.47,254.48,652.06,60.89,668.33,126.35,834.05,90.55,7.88
2006.84,56.28,14.37,131.5,127.43,254.31,650.15,60.93,658.61,129.95,834.46,90.15,7.88
2007.85,14.81,24.92,131.57,127.47,254.76,647.1,50.39,822.64,73.29,832.61,89.98,7.88
2008.87,20.66,22.05,131.69,127.55,254.79,657.01,53.25,663.85,109.14,838.55,89.49,7.88
2009.88,12.24,16.94,131.65,127.62,255.09,650.15,58.36,631.79,116.59,830.77,86.77,7.88
2010.9,23.75,23.13,131.61,127.66,255.42,653.96,52.17,749.56,117.26,833.02,88.22,7.88
2011.92,23,20.43,131.54,127.66,256.23,648.63,54.87,755.35,113.72,833.02,87.17,7.88
2012.93,30.75,20.43,131.57,127.7,256.4,645.96,54.87,742.45,118.23,832.2,85.36,7.88
2013.95,36.23,19.31,131.42,127.66,256.27,650.53,55.99,716.39,111.43,833.84,85.89,7.88
2014.97,25.95,21.47,131.38,127.62,256.53,650.91,53.83,824.16,92.79,833.43,84.53,8.26
2015.98,33.56,16.86,131.38,127.62,256.55,650.15,58.44,777.41,118.75,831.59,84.71,8.26
2017,37.27,22.59,131.42,127.59,257.2,650.53,52.71,720.11,109.26,834.45,87.74,7.88
2018.01,34.51,25.29,131.42,127.59,257.35,655.49,50.01,780.58,101,838.75,90.28,8.26
2019.03,29.49,20.18,131.46,127.59,257.4,649.01,55.12,678.81,117.84,834.25,89.27,7.88
2020.05,34.84,24.38,131.42,127.62,257.79,652.06,50.93,785,99.44,833.02,88.7,7.88
2021.06,23.3,19.02,131.46,127.66,258.08,648.63,56.28,731.63,109.42,831.8,84,7.88
2022.08,45.17,19.73,131.5,127.62,258.06,652.06,55.58,757.14,103.83,832.41,86.77,7.88
2023.09,24.72,18.98,131.46,127.55,256.51,723.35,56.32,696.46,107.65,851.98,89.49,7.5
2024.1,25.06,20.85,131.46,127.7,256.53,727.54,54.46,767.41,106.91,855.67,90.46,7.88
2025.12,29.76,21.1,131.38,127.78,256.52,730.21,54.21,748.45,106.43,858.95,90.33,7.5
2026.16,17.5,13.54,131.31,127.97,255.7,728.31,61.76,689.57,116.01,859.76,88.92,7.5
2027.17,53.81,15.57,131.23,127.97,255.36,732.88,59.73,724.04,110.55,859.56,89.84,7.12
2028.19,43.02,15.45,131.15,128.01,254.92,733.26,59.85,688.81,116.28,860.17,90.46,7.5
2029.2,38.9,18.52,131.27,128.04,254.94,726.4,56.78,691.71,117.1,860.99,90.94,7.5
2030.24,19.62,21.68,131.5,128.08,254.65,728.69,53.62,691.15,101.06,859.56,89.1,7.5
2031.26,20.43,19.68,131.61,128.16,254.49,734.03,55.62,693.29,102.89,859.76,87.65,7.5
2032.27,20.9,19.48,131.65,128.27,254.36,732.88,55.83,727.22,103.44,858.54,87.65,7.5
2033.29,28.14,22.51,131.73,128.31,253.83,730.59,52.79,711.15,101.51,856.9,89.54,7.12
2034.31,29.06,16.03,131.8,128.39,253.79,730.98,59.27,691.15,108.38,857.51,90.11,7.12
2035.32,37.35,17.19,131.8,128.39,253.62,730.59,58.11,750.31,98.49,855.67,89.98,7.5
2036.34,24.4,14.08,131.84,128.5,253.26,729.45,61.22,761.07,95.75,857.72,92.66,7.12
2037.36,41.61,21.59,131.88,128.54,253.28,730.21,53.71,750.87,100.29,855.67,91.86,6.74
2038.37,22.74,20.89,131.95,128.58,253.2,727.54,54.41,705.36,95.26,856.08,92.61,7.12
2039.39,16.12,20.52,132.03,128.58,252.97,726.78,54.79,681.16,100.78,856.49,93.93,7.12
2040.4,19.05,24.38,132.18,128.58,252.8,729.07,50.93,704.32,111.74,858.13,95.29,6.74
2041.44,10.9,19.35,132.34,128.69,252.47,729.45,55.95,717.7,111.37,855.46,93.4,6.74
2042.46,28.15,19.89,132.37,128.73,252,727.93,55.41,744.8,104.26,856.9,93.31,7.12
2043.47,22.87,17.94,132.37,128.84,251.04,729.45,57.36,767.97,98.01,856.69,92.83,6.74
2044.49,22.75,19.31,132.41,128.96,250.98,729.45,55.99,677.78,116.53,855.06,94.02,6.74
2045.51,22.61,16.28,132.45,129.07,250.98,728.69,59.02,706.67,112.92,855.26,92.04,6.74
2046.54,29.28,21.3,132.49,129.15,250.97,729.07,54,690.88,112.8,857.1,93.36,6.74
2047.56,27.15,29.9,132.53,129.26,250.96,731.74,45.4,818.16,105.36,856.49,93.53,6.74
2048.58,22.76,23.67,132.56,129.34,250.74,727.16,51.63,895.18,92.15,855.67,91.95,7.12
2049.62,43.92,23.55,132.6,129.38,250.6,726.02,51.76,752.66,117.47,855.47,91.03,6.74
2050.65,31.07,29.73,132.68,129.45,250.22,732.88,45.57,835.47,107.13,858.54,92.3,7.12
2051.69,23.05,23.46,132.72,129.53,249.86,730.59,51.84,755.55,119.61,857.31,90.72,7.12
2052.73,31.63,29.4,132.76,129.57,249.93,732.12,45.9,762.38,117.93,856.9,91.38,6.74
2053.75,20.42,20.93,133.06,129.03,216.64,670.36,55.33,832.57,110.3,845.49,89.45,6.74
2054.75,43.91,21.47,133.1,129.11,216.99,671.12,54.79,787.41,112.47,846.51,88.53,6.74
2055.75,25.95,24.21,132.95,129.07,217.46,671.88,52.05,782.93,99.71,843.85,85.23,6.74
2056.76,19.49,21.43,132.79,128.96,218.24,669.21,54.83,732.73,110.7,838.12,86.51,6.74
2057.78,20.07,24,132.45,128.77,219.83,667.69,52.25,733.49,97.67,832.4,85.85,6.74
2058.78,16.46,25.25,132.45,128.58,220.82,663.49,51.01,721.91,112.59,828.3,86.46,6.74
2059.78,16.47,22.47,132.56,128.5,220.91,667.31,53.79,771.9,103.31,834.85,87.12,6.74
2060.78,22.95,23.17,132.6,128.42,222.47,664.64,53.08,769.48,107.89,828.92,86.29,6.36
2061.78,29.07,23.42,132.56,128.31,223.16,667.31,52.84,759.28,109.72,846.11,87.69,6.74
2062.78,24.48,22.09,132.53,128.16,224.1,666.16,54.16,789.48,106.06,847.95,88.48,6.74
2063.78,14.75,25.17,132.41,127.81,226.37,661.59,51.09,754.8,108.53,840.99,87.82,6.36
2064.78,13.95,25.5,132.26,127.55,227.88,660.44,50.76,745.35,82.78,843.04,83.52,6.36
2065.8,23.65,25.66,132.18,127.36,229.42,658.16,50.59,763.21,111.95,846.51,86.99,5.97
2066.8,18.68,27.49,132.11,127.2,231.15,658.92,48.77,783.41,90.59,849.38,85.58,5.97
2067.81,19.97,23.38,132.11,127.05,232.87,655.87,52.88,682.26,99.62,855.72,89.1,5.97
2068.82,26.39,21.51,132.15,126.98,233.75,653.2,54.75,727.97,82.75,845.49,89.36,5.97
2069.84,37.4,17.48,132.07,126.98,234.76,655.11,58.77,760.86,92.21,845.9,88.79,6.36
2070.86,32.18,21.1,131.95,126.94,234.82,658.54,55.16,722.73,99.68,845.08,88.22,5.97
2071.86,17.83,24.46,131.84,126.94,236.72,659.68,51.8,723.01,106.58,841.19,88.79,5.97
2072.86,17.71,21.51,131.61,126.86,238.4,659.3,54.75,729.84,87.54,840.58,88.13,5.97
2073.88,0,24,131.57,126.9,238.45,660.83,52.25,721.15,90.77,837.92,88.61,5.97
2074.9,19.22,25.83,131.5,127.17,238.48,661.97,50.43,871.53,74.36,836.9,88.53,5.97
2075.9,45.01,21.01,131.46,127.24,238.46,660.44,55.24,783.41,124.43,838.74,90.24,5.97
2076.9,29.05,20.97,131.31,127.4,238.48,654.73,55.29,856.29,77.84,835.47,89.67,6.36
2077.92,33.07,26.45,131.23,127.51,238.47,659.3,49.8,724.8,104.6,833.62,89.45,5.97
2078.94,7.16,17.07,130.89,127.51,238.48,706.58,59.19,670.68,94.34,842.9,91.03,6.36
2079.94,13.5,27.91,130.96,127.47,238.46,714.2,48.35,688.05,91.93,841.95,91.47,5.97
2080.98,12.87,24.54,131.08,127.59,237.88,719.92,51.71,872.29,101.21,848.3,91.43,6.36
2082,21.07,26.83,131.23,127.7,238.01,719.92,49.43,688.53,131.81,848.51,90.59,5.97
2083.02,17.21,26,131.08,127.74,236.94,720.3,50.26,882.28,103.41,848.3,89.84,6.36
2084.02,39.62,24.5,131.08,127.78,237.03,720.3,51.76,785.82,118.63,849.32,91.69,5.97
2085.04,22.25,15.41,131.23,127.28,236.57,674.55,60.85,605.24,97,839.76,92.17,5.59
2086.04,18.19,21.43,131.46,127.55,235.82,684.84,54.83,659.92,90.84,842.62,90.33,5.97
2087.04,12.46,18.69,131.61,127.89,235.82,677.22,57.57,621.52,97.64,837.1,90.99,5.97
2088.08,19.46,21.22,131.69,128.04,235.91,684.84,55.04,679.85,103.07,840.58,91.43,5.97
2089.08,19.69,24.54,131.61,128.2,236.02,680.65,51.71,741.35,87.54,837.51,91.65,6.36
2090.08,15.06,23.42,131.38,128.35,236.63,680.65,52.84,760.86,82.96,837.92,90.37,6.36
2091.08,15.73,20.14,131.38,128.42,236.45,680.27,56.12,730.11,95.05,834.45,89.54,6.74
2092.08,24.14,22.92,131.42,128.46,236.7,684.08,53.33,717.22,100.11,839.36,90.2,6.74
2093.08,18.9,21.76,131.54,128.54,236.64,678.74,54.5,665.92,102.25,838.13,89.98,6.74
2094.1,10.96,25.5,131.65,128.58,236.8,671.5,50.76,1008.19,76.31,841.19,90.02,7.12
2095.12,40.75,20.47,131.69,128.58,237.03,677.22,55.78,787.89,106.67,842.01,90.64,7.12
2096.14,36.83,26.12,131.76,128.58,236.77,677.22,50.14,909.86,84,841.19,90.11,7.12
2097.16,56.41,25.79,131.8,128.62,237.18,679.13,50.47,877.8,92.54,842.42,90.15,7.12
2098.16,18.83,26.41,131.92,128.62,237.34,678.74,49.85,703.29,94.92,840.58,90.02,6.74
2099.16,20.83,18.69,132.03,128.62,237.44,680.65,57.57,715.36,92.18,842.42,90.46,6.74
2100.16,24.31,25.58,132.07,128.65,237.42,681.79,50.68,790.79,78.88,842.42,90.55,7.12
2101.16,17.21,16.36,132.15,128.69,237.48,673.41,59.9,527.12,89.37,840.78,93.14,5.97
2102.16,15.91,26.66,132.15,128.73,237.46,679.89,49.6,714.05,98.8,847.94,92.96,6.36
2103.18,17.46,25.83,132.3,128.77,237.44,675.31,50.43,801.06,104.93,847.53,91.95,6.36
2104.22,13.51,20.93,132.3,128.81,237.16,674.17,55.33,663.57,81.96,852.04,93.18,5.97
2105.23,17.69,25.04,132.3,128.81,237.39,678.36,51.22,699.84,80.28,853.47,93.01,5.97
2106.25,14.91,26.41,132.34,128.77,237.09,673.79,49.85,685.91,74.7,850.4,93.05,5.59
2107.27,11.75,24.25,132.41,128.81,237.16,672.26,52,673.02,91.2,852.44,92.83,5.59
2108.29,16.5,26.83,132.45,128.77,236.96,674.55,49.43,705.91,89.8,854.29,90.33,5.97
2109.33,15.87,27.2,132.56,128.81,236.77,670.36,49.06,689.84,94.01,852.24,90.06,5.97
2110.35,17.62,26.5,132.56,128.84,236.81,669.21,49.76,685.36,92.27,847.33,88.88,5.59
2111.37,17.46,25.04,132.53,128.81,236.96,673.79,51.22,783.96,84.55,851.22,89.62,5.97
2112.37,17.58,26.04,132.49,128.81,237.28,670.74,50.22,870.7,99.81,847.74,93.36,5.97
2113.39,16.09,24.92,132.56,128.77,238.34,671.5,51.34,827.06,95.26,849.58,92.61,5.97
2114.39,19.37,26.04,132.53,128.84,238.4,671.12,50.22,694.05,97.79,845.9,91.82,5.21
2115.39,14.64,26.99,132.53,128.88,238.47,673.79,49.26,914.07,81.13,850.6,91.34,6.36
2116.39,11.19,23.59,132.53,128.92,238.63,670.74,52.67,710.39,93.31,847.94,91.12,5.59
2117.42,18.94,25,132.53,128.81,239.64,675.78,51.26,723.22,83.94,844.67,91.38,5.59
2118.43,14.97,21.1,131.99,128.31,241.17,675.4,55.16,690.67,106.03,850.38,90.99,4.83
2119.45,16.91,25.66,131.65,128.42,241.37,677.31,50.59,772.65,80.46,847.1,89.36,4.83
2120.45,15.38,24.09,131.27,128.46,241.49,673.11,52.17,752.93,82.78,845.26,88.48,4.83
2121.47,20,28.07,131.38,128.39,241.73,674.26,48.18,743.76,78.27,850.58,88.75,4.45
2122.54,22.51,26.79,131.46,128.31,241.63,678.07,49.47,814.23,79,849.15,88.31,4.45
2123.6,21.73,22.05,131.54,128.31,241.35,678.45,54.21,782.1,83.39,850.38,88.97,4.83
2124.64,24.9,20.1,131.65,128.31,241.15,679.3,56.16,614.69,72.56,840.96,89.36,4.45
2125.69,15.41,26.83,131.69,128.2,241.34,677.31,49.43,696.46,91.9,847.71,91.21,4.45
2126.75,13.55,23.21,131.76,128.16,241.43,673.88,53.04,727.22,96.69,844.03,91.43,4.45
2127.79,26.13,28.16,131.8,128.23,241.46,672.73,48.1,830.23,92.03,845.06,90.55,4.45
2128.83,9.18,22.8,131.65,128.31,240.36,677.39,53.46,702.19,89.8,829.51,85.5,4.45
2129.83,13.8,25.83,131.69,128.23,240.28,678.92,50.43,797.61,89.52,831.96,89.49,4.45
2130.85,11.01,23.55,131.65,128.16,240.27,689.98,52.71,729.28,82.45,842.19,89.19,4.07
2131.87,17.77,19.31,131.61,128.12,240.93,688.59,56.95,723.49,101.33,721.91,77.11,3.31
2132.87,21.56,20.62,131.61,127.7,238.48,686.93,57.78,720.32,111.43,839.13,88.88,3.31
2133.87,14.02,21.62,131.61,127.89,238.43,688.07,56.78,783.2,79.67,838.72,88.04,4.07
2134.87,26.25,26.15,131.61,127.97,238.51,688.07,52.25,792.65,76.77,840.15,88.53,3.69
2135.87,23.07,24.4,131.38,128.01,238.41,691.12,54,766.59,79.33,846.09,88.18,3.69
2136.89,12.81,16.88,130.93,127.97,239.08,683.11,61.52,634.13,108.23,836.67,87.96,3.31
2137.91,21.37,22.78,131,127.89,238.75,683.11,55.62,739.83,83.73,835.65,87.43,3.31
2138.97,14.24,20.46,131.15,127.81,238.52,684.64,57.94,696.95,96.91,835.04,89.41,2.92
2140,18.78,22.41,131.23,127.81,238.28,685.78,55.99,770.03,84.89,833.4,88.61,3.31
2141.02,24.6,24.4,131.27,127.85,238.13,685.78,54,734.04,94.92,835.24,88.53,3.31
2142.02,9.69,25.07,131.34,127.93,237.27,685.78,53.33,745.83,92.94,833.61,90.24,2.92
2143.02,9.73,23.86,131.34,127.93,237.24,682.35,54.54,635.99,92.7,835.04,92.22,2.54
2144.02,10.48,21.95,131.34,128.01,237.14,685.02,56.45,707.7,98.55,833.4,90.72,2.54
2145.02,10.69,21.83,131.31,128.01,236.04,685.78,56.57,641.51,98.65,833.61,91.25,2.54
2146.03,12.55,23.74,131.38,127.97,237.03,686.54,54.66,725.35,79.39,839.74,87.47,2.92
2147.03,6.38,21.58,131.34,127.97,238.27,677.78,56.82,596,91.87,817.24,83.43,2.54
2148.03,8.21,26.23,131.42,127.89,237.35,684.26,52.17,665.64,70.09,826.65,87.08,2.54
2149.04,13.61,13.27,130.58,127.43,238.21,682.14,65.13,563.94,104.81,787.68,86.9,2.54
2150.04,8.96,23.99,130.73,127.47,237.49,689.51,54.41,696.67,98.46,815.95,92.39,2.54
2151.06,9.97,24.69,130.7,127.55,236.53,695.99,53.71,836.78,95.6,819.02,87.96,2.54
2152.06,4.97,24.24,130.54,127.36,236.49,694.84,54.16,1093.13,80.83,820.05,88.22,2.54
2153.08,9.36,23.2,130.77,127.51,236.17,695.56,55.2,1068.1,78.88,817.59,87.74,2.54
2154.08,8.29,24.36,130.77,127.66,235.36,695.7,54.04,1107.54,81.68,815.95,90.28,2.54
2155.08,12.96,23.57,130.81,127.66,234.44,696.94,54.83,1182.49,84.18,818.62,80.84,2.16
2156.08,12.96,21.54,130.85,127.55,234.07,697.27,56.86,1191.39,92.97,818.21,82.11,2.16
2157.08,22.65,21.7,130.89,127.59,233.08,697.65,56.7,1187.18,84.4,816.77,83.34,2.54
2158.08,25.19,24.57,130.96,127.7,232.88,699.51,53.83,1004.53,107.31,815.55,85.15,1.78
2159.1,10.58,25.07,131.08,127.89,232.89,701.03,53.33,739.83,75.95,816.77,87.25,1.4
